"","site","year","species_name","plant_ID","count","method","stem_cm","trap_area_m2","family","genus","epithet","seed_development_years","pollinator_code","mycorrhiza_type","needleleaf_broadleaf","deciduous_evergreen","seed_maturation_timing","seed_mass_mg","sexual_system","shade_tolerance","growth_form","seed_bank","fleshy_fruit","dispersal_syndrome","fruits_m2","fruits"
"61948","LUQ",2000,"Tabebuia_heterophylla",NA,41,"TRAP",NA,0.16,"Bignoniaceae","Tabebuia","heterophylla",1,"animal","AM","broadleaf","evergreen","summer and fall",14.439375,"hermaphrodite","intermediate","tree","yes","no","abiotic",256.25,256.25
"61949","LUQ",2000,"Tetragastris_balsamifera",NA,2,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",12.5,12.5
"61950","LUQ",2000,"Tetragastris_balsamifera",NA,1,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61951","LUQ",2000,"Tetragastris_balsamifera",NA,4,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",25,25
"61952","LUQ",2000,"Tetragastris_balsamifera",NA,13,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",81.25,81.25
"61953","LUQ",2000,"Tetragastris_balsamifera",NA,1,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61954","LUQ",2000,"Tetragastris_balsamifera",NA,9,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",56.25,56.25
"61955","LUQ",2000,"Tetragastris_balsamifera",NA,1,"TRAP",NA,0.16,"Burseraceae","Tetragastris","balsamifera",1,"animal","None","broadleaf","evergreen","summer",1140,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61956","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61957","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61958","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61959","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61960","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61961","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61962","LUQ",2000,"Trichilia_pallida",NA,1,"TRAP",NA,0.16,"Meliaceae","Trichilia","pallida",1,"animal","AM","broadleaf","evergreen","spring",60.2979165,"hermaphrodite","tolerant","tree","no","yes","endozoochory",6.25,6.25
"61963","LUQ",2000,"Zanthoxylum_martinicense",NA,16,"TRAP",NA,0.16,"Rutaceae","Zanthoxylum","martinicense",1,"animal","AM","broadleaf","evergreen","summer - fall",12.28,"hermaphrodite","intermediate","tree","no","yes","endozoochory",100,100
"61964","LUQ",2000,"Zanthoxylum_martinicense",NA,1,"TRAP",NA,0.16,"Rutaceae","Zanthoxylum","martinicense",1,"animal","AM","broadleaf","evergreen","summer - fall",12.28,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61965","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61966","LUQ",2001,"Alchornea_latifolia",NA,9,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",56.25,56.25
"61967","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61968","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61969","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61970","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61971","LUQ",2001,"Alchornea_latifolia",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61972","LUQ",2001,"Alchornea_latifolia",NA,20,"TRAP",NA,0.16,"Euphorbiaceae","Alchornea","latifolia",1,"animal","AM","broadleaf","evergreen","summer",29.01928889,"dioecious","intermediate","tree","no","yes","endozoochory",125,125
"61973","LUQ",2001,"Alchorneopsis_floribunda",NA,1524,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",9525,9525
"61974","LUQ",2001,"Alchorneopsis_floribunda",NA,12,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",75,75
"61975","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61976","LUQ",2001,"Alchorneopsis_floribunda",NA,9,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",56.25,56.25
"61977","LUQ",2001,"Alchorneopsis_floribunda",NA,6,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",37.5,37.5
"61978","LUQ",2001,"Alchorneopsis_floribunda",NA,6,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",37.5,37.5
"61979","LUQ",2001,"Alchorneopsis_floribunda",NA,28,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",175,175
"61980","LUQ",2001,"Alchorneopsis_floribunda",NA,179,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",1118.75,1118.75
"61981","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61982","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61983","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61984","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61985","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61986","LUQ",2001,"Alchorneopsis_floribunda",NA,2,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",12.5,12.5
"61987","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61988","LUQ",2001,"Alchorneopsis_floribunda",NA,1,"TRAP",NA,0.16,"Euphorbiaceae","Alchorneopsis","floribunda",1,"animal","AM","broadleaf","evergreen","late summer - fall",7,"dioecious","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61989","LUQ",2001,"Terminalia_tetraphylla",NA,1,"TRAP",NA,0.16,"Combretaceae","Terminalia","tetraphylla",1,"animal","AM","broadleaf","deciduous","winter and fall",839.535,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61990","LUQ",2001,"Byrsonima_spicata",NA,33,"TRAP",NA,0.16,"Malpighiaceae","Byrsonima","spicata",1,"animal","AM","broadleaf","evergreen","winter",256.8,"hermaphrodite","intermediate","tree","no","yes","endozoochory",206.25,206.25
"61991","LUQ",2001,"Byrsonima_spicata",NA,26,"TRAP",NA,0.16,"Malpighiaceae","Byrsonima","spicata",1,"animal","AM","broadleaf","evergreen","winter",256.8,"hermaphrodite","intermediate","tree","no","yes","endozoochory",162.5,162.5
"61992","LUQ",2001,"Byrsonima_spicata",NA,1,"TRAP",NA,0.16,"Malpighiaceae","Byrsonima","spicata",1,"animal","AM","broadleaf","evergreen","winter",256.8,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61993","LUQ",2001,"Byrsonima_spicata",NA,1,"TRAP",NA,0.16,"Malpighiaceae","Byrsonima","spicata",1,"animal","AM","broadleaf","evergreen","winter",256.8,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"61994","LUQ",2001,"Casearia_arborea",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",25,25
"61995","LUQ",2001,"Casearia_arborea",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",25,25
"61996","LUQ",2001,"Casearia_arborea",NA,1,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",6.25,6.25
"61997","LUQ",2001,"Casearia_arborea",NA,8,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",50,50
"61998","LUQ",2001,"Casearia_arborea",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",25,25
"61999","LUQ",2001,"Casearia_arborea",NA,32,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",200,200
"62000","LUQ",2001,"Casearia_arborea",NA,13,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",81.25,81.25
"62001","LUQ",2001,"Casearia_arborea",NA,72,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",450,450
"62002","LUQ",2001,"Casearia_arborea",NA,3,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",18.75,18.75
"62003","LUQ",2001,"Casearia_arborea",NA,16,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",100,100
"62004","LUQ",2001,"Casearia_arborea",NA,9,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",56.25,56.25
"62005","LUQ",2001,"Casearia_arborea",NA,6,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",37.5,37.5
"62006","LUQ",2001,"Casearia_arborea",NA,9,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",56.25,56.25
"62007","LUQ",2001,"Casearia_arborea",NA,2,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",12.5,12.5
"62008","LUQ",2001,"Casearia_arborea",NA,16,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",100,100
"62009","LUQ",2001,"Casearia_arborea",NA,10,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",62.5,62.5
"62010","LUQ",2001,"Casearia_arborea",NA,219,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",1368.75,1368.75
"62011","LUQ",2001,"Casearia_arborea",NA,10,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",62.5,62.5
"62012","LUQ",2001,"Casearia_arborea",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",25,25
"62013","LUQ",2001,"Casearia_arborea",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",25,25
"62014","LUQ",2001,"Casearia_arborea",NA,13,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",81.25,81.25
"62015","LUQ",2001,"Casearia_arborea",NA,262,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",1637.5,1637.5
"62016","LUQ",2001,"Casearia_arborea",NA,49,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",306.25,306.25
"62017","LUQ",2001,"Casearia_arborea",NA,1,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",6.25,6.25
"62018","LUQ",2001,"Casearia_arborea",NA,105,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",656.25,656.25
"62019","LUQ",2001,"Casearia_arborea",NA,26,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",162.5,162.5
"62020","LUQ",2001,"Casearia_arborea",NA,146,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","arborea",1,"animal","AM","broadleaf","evergreen","summer - winter",1.578584713,"hermaphrodite","intermediate","tree","yes","yes","endozoochory",912.5,912.5
"62021","LUQ",2001,"Casearia_sylvestris",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",25,25
"62022","LUQ",2001,"Casearia_sylvestris",NA,2,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",12.5,12.5
"62023","LUQ",2001,"Casearia_sylvestris",NA,1,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"62024","LUQ",2001,"Casearia_sylvestris",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",25,25
"62025","LUQ",2001,"Casearia_sylvestris",NA,33,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",206.25,206.25
"62026","LUQ",2001,"Casearia_sylvestris",NA,208,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",1300,1300
"62027","LUQ",2001,"Casearia_sylvestris",NA,35,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",218.75,218.75
"62028","LUQ",2001,"Casearia_sylvestris",NA,50,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",312.5,312.5
"62029","LUQ",2001,"Casearia_sylvestris",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",25,25
"62030","LUQ",2001,"Casearia_sylvestris",NA,18,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",112.5,112.5
"62031","LUQ",2001,"Casearia_sylvestris",NA,14,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",87.5,87.5
"62032","LUQ",2001,"Casearia_sylvestris",NA,1,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"62033","LUQ",2001,"Casearia_sylvestris",NA,35,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",218.75,218.75
"62034","LUQ",2001,"Casearia_sylvestris",NA,2,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",12.5,12.5
"62035","LUQ",2001,"Casearia_sylvestris",NA,16,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",100,100
"62036","LUQ",2001,"Casearia_sylvestris",NA,4,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",25,25
"62037","LUQ",2001,"Casearia_sylvestris",NA,1,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",6.25,6.25
"62038","LUQ",2001,"Casearia_sylvestris",NA,19,"TRAP",NA,0.16,"Flacourtiaceae","Casearia","sylvestris",1,"animal","AM","broadleaf","evergreen","summer - fall",2.988550639,"hermaphrodite","intermediate","tree","no","yes","endozoochory",118.75,118.75
"62039","LUQ",2001,"Cecropia_schreberiana",NA,8,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",50,50
"62040","LUQ",2001,"Cecropia_schreberiana",NA,6,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",37.5,37.5
"62041","LUQ",2001,"Cecropia_schreberiana",NA,3,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",18.75,18.75
"62042","LUQ",2001,"Cecropia_schreberiana",NA,31,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",193.75,193.75
"62043","LUQ",2001,"Cecropia_schreberiana",NA,3,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",18.75,18.75
"62044","LUQ",2001,"Cecropia_schreberiana",NA,6,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",37.5,37.5
"62045","LUQ",2001,"Cecropia_schreberiana",NA,5,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",31.25,31.25
"62046","LUQ",2001,"Cecropia_schreberiana",NA,1171,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",7318.75,7318.75
"62047","LUQ",2001,"Cecropia_schreberiana",NA,6,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",37.5,37.5
"62048","LUQ",2001,"Cecropia_schreberiana",NA,3,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",18.75,18.75
"62049","LUQ",2001,"Cecropia_schreberiana",NA,12,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",75,75
"62050","LUQ",2001,"Cecropia_schreberiana",NA,20,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",125,125
"62051","LUQ",2001,"Cecropia_schreberiana",NA,7,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",43.75,43.75
"62052","LUQ",2001,"Cecropia_schreberiana",NA,11,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",68.75,68.75
"62053","LUQ",2001,"Cecropia_schreberiana",NA,19,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",118.75,118.75
"62054","LUQ",2001,"Cecropia_schreberiana",NA,18,"TRAP",NA,0.16,"Cecropiaceae","Cecropia","schreberiana",1,"wind","AM","broadleaf","evergreen","winter - spring",0.344444444,"dioecious","intolerant","tree","yes","yes","endozoochory",112.5,112.5
